American Samoa,911
Australia,000
Cook Islands,998
Fiji,911
French Polynesia,112
Guam,911
Kiribati,999
Marshall Islands,911
Micronesia,911
Nauru,111
New Caledonia,112
New Zealand,111
Palau,911
Papua New Guinea,111
Samoa,999
Solomon Islands,911
Tonga,911
Tuvalu,911
Vanuatu,112
